# time_s, blanket_inventory_kg, TES_inventory_kg, ISS_inventory_kg,storage_inventory_kg,FW_inventory_kg,div_inventory_kg 
3.463808849565929919e+07,3.345680400652609795e-03,6.373312397911519434e-02,2.677001102355109907e-01,2.105949784768899935e+00,1.601908649088340156e-05,1.565393881781349875e-05
3.465320951361440122e+07,3.395041654682919973e-03,6.375075663890289457e-02,2.678173692502510139e-01,2.104888350258669938e+00,1.597296298865479987e-05,1.560782204668540002e-05
3.466808694708359987e+07,3.157910027798100077e-03,6.374202604022680130e-02,2.679638160881370190e-01,2.115602942066459935e+00,1.505580409469170039e-05,1.469065770665779934e-05
3.468308849565929919e+07,3.345680400654740035e-03,6.373312397911469473e-02,2.677001102355089923e-01,2.107337274020609996e+00,1.601908649088520066e-05,1.565393881781530124e-05
3.469820951361440122e+07,3.395041654683060052e-03,6.375075663890410194e-02,2.678173692502829883e-01,2.106275803215059916e+00,1.597296298865499977e-05,1.560782204668550167e-05
3.471308694708359987e+07,3.157910027796030118e-03,6.374202604022570495e-02,2.679638160880949971e-01,2.116990359313259962e+00,1.505580409468910000e-05,1.469065770665520064e-05
3.472808849565929919e+07,3.345680400654540108e-03,6.373312397911409799e-02,2.677001102355109907e-01,2.108724655260569847e+00,1.601908649088440106e-05,1.565393881781439999e-05
3.474320951361440122e+07,3.395041654683149824e-03,6.375075663890529543e-02,2.678173692503070247e-01,2.107663148162449929e+00,1.597296298865539957e-05,1.560782204668590147e-05
3.475808694708359987e+07,3.157910027796230045e-03,6.374202604022470575e-02,2.679638160880600251e-01,2.118377668553740101e+00,1.505580409468939985e-05,1.469065770665540054e-05
3.477308849565929919e+07,3.345680400655489869e-03,6.373312397911459759e-02,2.677001102355430207e-01,2.110111928497039990e+00,1.601908649088480086e-05,1.565393881781490144e-05
3.478820951361440122e+07,3.395041654683139849e-03,6.375075663890650279e-02,2.678173692503250103e-01,2.109050385109250136e+00,1.597296298865559947e-05,1.560782204668610136e-05
3.480308694708359987e+07,3.157910027795129797e-03,6.374202604022269347e-02,2.679638160880080111e-01,2.119764869796460172e+00,1.505580409468850030e-05,1.469065770665449930e-05
3.481808849565929919e+07,3.345680400655859799e-03,6.373312397911559679e-02,2.677001102355809903e-01,2.111499093738499866e+00,1.601908649088469922e-05,1.565393881781479979e-05
3.483320951361440122e+07,3.395041654681919905e-03,6.375075663890669708e-02,2.678173692503130199e-01,2.110437514063930209e+00,1.597296298865490152e-05,1.560782204668550167e-05
3.484808694708359987e+07,3.157910027797459964e-03,6.374202604022190244e-02,2.679638160879950215e-01,2.121151963049599853e+00,1.505580409469140054e-05,1.469065770665749949e-05
3.486308849565929919e+07,3.345680400656019828e-03,6.373312397911680416e-02,2.677001102356140194e-01,2.112886150993360079e+00,1.601908649088480086e-05,1.565393881781490144e-05
3.487820951361440122e+07,3.395041654679630070e-03,6.375075663890579503e-02,2.678173692502769931e-01,2.111824535034890093e+00,1.597296298865090013e-05,1.560782204668150028e-05
3.489308694708359987e+07,3.157910027797359784e-03,6.374202604022130569e-02,2.679638160879980191e-01,2.122538948321820218e+00,1.505580409469069919e-05,1.469065770665669989e-05
3.490808849565929919e+07,3.345680400656110033e-03,6.373312397911799765e-02,2.677001102356399986e-01,2.114273100270020134e+00,1.601908649088520066e-05,1.565393881781530124e-05
3.492320951361440122e+07,3.395041654679839972e-03,6.375075663890479583e-02,2.678173692502390235e-01,2.113211448030389850e+00,1.597296298865129993e-05,1.560782204668190008e-05
3.493808694708359987e+07,3.157910027798400184e-03,6.374202604022169427e-02,2.679638160880259967e-01,2.123925825621369778e+00,1.505580409469110069e-05,1.469065770665719964e-05
3.495308849565929919e+07,3.345680400656110033e-03,6.373312397911909399e-02,2.677001102356589834e-01,2.115659941576899961e+00,1.601908649088549882e-05,1.565393881781559939e-05
3.496820951361440122e+07,3.395041654678630002e-03,6.375075663890289457e-02,2.678173692501900072e-01,2.114598253058970201e+00,1.597296298865019879e-05,1.560782204668079894e-05
3.498308694708359987e+07,3.157910027798869861e-03,6.374202604022259633e-02,2.679638160880640219e-01,2.125312594956730194e+00,1.505580409469120064e-05,1.469065770665719964e-05
3.499808849565929919e+07,3.345680400654690162e-03,6.373312397911959359e-02,2.677001102356549866e-01,2.117046674922450133e+00,1.601908649088409952e-05,1.565393881781420009e-05
3.501320951361440122e+07,3.395041654681190020e-03,6.375075663890179822e-02,2.678173692501660264e-01,2.115984950128809938e+00,1.597296298865479987e-05,1.560782204668540002e-05
3.502808694708359987e+07,3.157910027799100145e-03,6.374202604022380370e-02,2.679638160880979947e-01,2.126699256336309851e+00,1.505580409469140054e-05,1.469065770665739954e-05
3.504308849565929919e+07,3.345680400654190128e-03,6.373312397911920502e-02,2.677001102356260098e-01,2.118433300315010204e+00,1.601908649088460096e-05,1.565393881781470154e-05
3.505820951361440122e+07,3.395041654681109789e-03,6.375075663890120148e-02,2.678173692501690240e-01,2.117371539248559920e+00,1.597296298865400027e-05,1.560782204668460042e-05
3.507308694708359987e+07,3.157910027799140044e-03,6.374202604022499719e-02,2.679638160881259723e-01,2.128085809768519798e+00,1.505580409469160044e-05,1.469065770665759944e-05
3.508808849565929919e+07,3.345680400654429953e-03,6.373312397911809479e-02,2.677001102355829887e-01,2.119819817762960135e+00,1.601908649088569872e-05,1.565393881781570104e-05
3.510320951361440122e+07,3.395041654682249936e-03,6.375075663890150679e-02,2.678173692501940040e-01,2.118758020426489974e+00,1.597296298865459997e-05,1.560782204668520012e-05
3.511808694708359987e+07,3.157910027799110120e-03,6.374202604022609353e-02,2.679638160881460118e-01,2.129472255261750213e+00,1.505580409469180034e-05,1.469065770665779934e-05
3.513308849565929919e+07,3.345680400653049981e-03,6.373312397911640170e-02,2.677001102355390239e-01,2.121206227274799794e+00,1.601908649088389962e-05,1.565393881781389855e-05
3.514820951361440122e+07,3.395041654682789869e-03,6.375075663890239497e-02,2.678173692502319736e-01,2.120144393671070215e+00,1.597296298865470162e-05,1.560782204668529838e-05
3.516308694708359987e+07,3.157910027797550170e-03,6.374202604022680130e-02,2.679638160881490094e-01,2.130858592824480091e+00,1.505580409468949980e-05,1.469065770665550049e-05
